filename,arm_name,intervention_type,screening,1_month,3_months,6_months,9_months,12_months,cycle_length,visit_pattern,error,publication_year
PMID 24982504 CT_Summary_SoE.pdf,Arm B (Tacrolimus/Methotrexate),control,2.0,30.0,37.0,43.0,46.0,49.0,,"Daily during initial 30-day hospitalization (conditioning and transplant recovery), then weekly through week 8, bi-weekly through Day 100, and monthly thereafter.",,2014.0
PMID 25014687 a_Summary_SoE.pdf,Arm A (Lanreotide Autogel 120 mg),intervention,5.0,4.0,6.0,11.0,14.0,18.0,28.0,"Injections every 28 days; PK sampling on Days 4, 15, 144, 155; CT-scans every 12 weeks (on injection days).",,2014.0
PMID 25014687 a_Summary_SoE.pdf,Arm B (Placebo),control,5.0,4.0,6.0,11.0,14.0,18.0,28.0,"Placebo injections every 28 days; PK sampling on Days 4, 15, 144, 155; CT-scans every 12 weeks (on injection days).",,2014.0
PMID 25092781 a_Summary_SoE.pdf,Arm A (Standard chemotherapy),control,2.0,11.0,25.0,38.0,41.0,44.0,28.0,Induction I: 10 days chemo; Induction II: 8 days chemo; Intensification I-III: 4-5 days chemo each. Bone marrow evaluations after each cycle.,,2014.0
PMID 25092781 a_Summary_SoE.pdf,Arm B (Standard chemotherapy + GMTZ),intervention,2.0,11.0,25.0,39.0,42.0,45.0,28.0,"Same as Arm A, with additional GMTZ administration on Day 6 of Induction I and Intensification II.",,2014.0
PMID 25154829 a_Summary_SoE.pdf,Arm A (Rituximab Retreatment),control,2.0,4.0,4.0,5.0,6.0,8.0,91.0,"Induction: Weekly for 4 weeks (Days 1, 8, 15, 22). Maintenance/Observation: Every 13 weeks (Weeks 13, 26, 39, 52).",,2014.0
PMID 25154829 a_Summary_SoE.pdf,Arm B (Rituximab Scheduled Dosing),intervention,2.0,4.0,4.0,5.0,6.0,8.0,91.0,"Induction: Weekly for 4 weeks (Days 1, 8, 15, 22). Scheduled Dosing: Every 13 weeks (Weeks 13, 26, 39, 52).",,2014.0
PMID 25184863 a_Summary_SoE.pdf,Arm A (Rd until PD),intervention,1.0,5.0,11.0,14.0,17.0,21.0,28.0,"Cycle 1-2: Days 1, 8, 15, 22; Cycle 3: Days 1, 15; Cycle 4+: Day 1",,2014.0
PMID 25184863 a_Summary_SoE.pdf,Arm B (Rd for 18 cycles),intervention,1.0,5.0,11.0,14.0,17.0,21.0,28.0,"Cycle 1-2: Days 1, 8, 15, 22; Cycle 3: Days 1, 15; Cycle 4+: Day 1",,2014.0
PMID 25184863 a_Summary_SoE.pdf,Arm C (MPT for 12 cycles),control,1.0,5.0,13.0,17.0,19.0,21.0,42.0,"Cycle 1-2: Days 1, 8, 15, 22, 29, 36; Cycle 3: Days 1, 15, 29; Cycle 4+: Day 1",,2014.0
PMID 25225436 a_Summary_SoE.pdf,Arm A (Pazopanib),intervention,1.0,4.0,7.0,7.0,8.0,10.0,,"Screening (1 day), then Day 1, 8, 15, 22, 43, 64, 85, 181, 271, 361 for the first 12 months.",,2014.0
PMID 25225436 a_Summary_SoE.pdf,Arm B (Placebo),control,1.0,4.0,7.0,7.0,8.0,10.0,,"Screening (1 day), then Day 1, 8, 15, 22, 43, 64, 85, 181, 271, 361 for the first 12 months.",,2014.0
PMID 25265494 a_Summary_SoE.pdf,Arm B (Vemurafenib + Cobimetinib),intervention,2.0,3.0,7.0,11.0,15.0,20.0,28.0,Cycles 1-3: Days 1 and 15; Cycles 4-5: Day 1; Cycle 6: Days 1 and 15; Cycles 7-8: Day 1; Cycle 9: Days 1 and 15; Cycles 10-11: Day 1; Cycle 12: Days 1 and 15; Cycles 13-14: Day 1.,,2014.0
PMID 25265494 a_Summary_SoE.pdf,Arm A (Vemurafenib + Placebo),control,2.0,3.0,7.0,11.0,15.0,20.0,28.0,Cycles 1-3: Days 1 and 15; Cycles 4-5: Day 1; Cycle 6: Days 1 and 15; Cycles 7-8: Day 1; Cycle 9: Days 1 and 15; Cycles 10-11: Day 1; Cycle 12: Days 1 and 15; Cycles 13-14: Day 1.,,2014.0
PMID 25267740 a_Summary_SoE.pdf,Arm S1 (GDP),intervention,3.0,4.0,23.0,29.0,30.0,31.0,21.0,"2 days per cycle (Day 1 and Day 8) for 3 cycles, followed by ASCT.",,2014.0
PMID 25267740 a_Summary_SoE.pdf,Arm S2 (DHAP),intervention,3.0,6.0,26.0,32.0,33.0,34.0,21.0,"3 days per cycle (Days 1-3) for 3 cycles, followed by ASCT.",,2014.0
PMID 25311218 a_Summary_SoE.pdf,RER Standard (ABVE-PC x4 + IFRT),control,2.0,10.0,20.0,34.0,35.0,36.0,21.0,"ABVE-PC: Days 1, 2, 3, 8; IFRT: 14 daily sessions; Re-evaluations: Day 15-18 of Cycle 2 and Day 21 of Cycle 4.",,2014.0
PMID 25311218 a_Summary_SoE.pdf,RER Reduced (ABVE-PC x4),intervention,2.0,10.0,21.0,22.0,23.0,24.0,21.0,"ABVE-PC: Days 1, 2, 3, 8; Re-evaluations: Day 15-18 of Cycle 2 and Day 21 of Cycle 4.",,2014.0
PMID 25311218 a_Summary_SoE.pdf,SER Standard (ABVE-PC x4 + IFRT),control,2.0,10.0,20.0,34.0,35.0,36.0,21.0,Identical to RER Standard arm in terms of visit frequency and timing.,,2014.0
PMID 25311218 a_Summary_SoE.pdf,SER Augmented (ABVE-PC x2 + DECA x2 + ABVE-PC x2 + IFRT),intervention,2.0,10.0,18.0,38.0,40.0,41.0,21.0,"ABVE-PC: Days 1, 2, 3, 8; DECA: Days 1, 2; IFRT: 14 daily sessions; Re-evaluations: Day 15-18 of Cycle 2 and Day 21 of Cycle 6.",,2014.0
PMID 25332243 a_Summary_SoE.pdf,Arm 1 (High-Dose Interferon Alpha-2b),control,1.0,21.0,25.0,26.0,27.0,29.0,28.0,"Induction: 5 days/week for 4 weeks (IV). Maintenance: Clinic visits at Weeks 5, 6, 7, 8, 9, 13, 26, 39, 52.",,2014.0
PMID 25332243 a_Summary_SoE.pdf,Arm 2 (Biochemotherapy: CVD + IL-2 + IFN + G-CSF),intervention,1.0,15.0,25.0,26.0,27.0,28.0,21.0,"Days 1, 2, 3, 4, 5, 6, 9, 12 of each 21-day cycle (3 cycles total). Follow-up every 3 months.",,2014.0
PMID 25348000 a_Summary_SoE.pdf,Arm A (Fulvestrant + Lapatinib),intervention,2.0,2.0,5.0,8.0,11.0,15.0,28.0,Cycle 1: Days 1 and 15; Cycles 2-14: Day 1 only.,,2014.0
PMID 25348000 a_Summary_SoE.pdf,Arm B (Fulvestrant + Placebo),control,2.0,2.0,5.0,8.0,11.0,15.0,28.0,Cycle 1: Days 1 and 15; Cycles 2-14: Day 1 only.,,2014.0
PMID 25354103 a_Summary_SoE.pdf,Arm A (Single Umbilical Cord Blood Transplantation),control,2.0,30.0,45.0,49.0,50.0,51.0,,"Daily contact during conditioning (Days -10 to -1) and post-transplant until engraftment (approx. Day 25), followed by weekly visits until Day 100, then monthly/quarterly.",,2014.0
PMID 25354103 a_Summary_SoE.pdf,Arm B (Double Umbilical Cord Blood Transplantation),intervention,2.0,30.0,45.0,49.0,50.0,51.0,,"Daily contact during conditioning (Days -10 to -1) and post-transplant until engraftment (approx. Day 25), followed by weekly visits until Day 100, then monthly/quarterly.",,2014.0
PMID 25366680 a_Summary_SoE.pdf,Arm 1 (Standard Fractionation + Cisplatin),control,2.0,20.0,36.0,38.0,39.0,40.0,7.0,"Daily radiation (5 days/week) for 7 weeks; Cisplatin on Days 1, 22, 43; Follow-up visits at 6-8 weeks post-treatment, then every 3 months.",,2014.0
PMID 25366680 a_Summary_SoE.pdf,Arm 2 (Accelerated Fractionation + Cisplatin),intervention,2.0,20.0,32.0,33.0,34.0,35.0,7.0,"Daily radiation (5 days/week) for 6 weeks; Cisplatin on Days 1, 22; Follow-up visits at 6-8 weeks post-treatment, then every 3 months.",,2014.0
PMID 25399551 a_Summary_SoE.pdf,Arm A (Dabrafenib + Trametinib),intervention,1.0,3.0,5.0,8.0,11.0,15.0,28.0,"Screening, Day 1, Day 15, then every 4 weeks (Day 29, 57, 85, etc.)",,2015.0
PMID 25399551 a_Summary_SoE.pdf,Arm B (Vemurafenib),control,1.0,3.0,5.0,8.0,11.0,15.0,28.0,"Screening, Day 1, Day 15, then every 4 weeks (Day 29, 57, 85, etc.)",,2015.0
PMID 25399552 a_Summary_SoE.pdf,Arm A (Nivolumab),intervention,2.0,4.0,9.0,17.0,26.0,36.0,42.0,"Days 1, 15, 22, and 29 of each 42-day (6-week) cycle.",,2015.0
PMID 25399552 a_Summary_SoE.pdf,Arm B (Dacarbazine),control,2.0,4.0,9.0,17.0,26.0,36.0,42.0,"Days 1, 15, 22, and 29 of each 42-day (6-week) cycle.",,2015.0
PMID 25422488 a_Summary_SoE.pdf,Arm 5 (AC q2w x 4 -> Paclitaxel q2w x 6),intervention,2.0,6.0,14.0,22.0,22.0,23.0,14.0,"AC Phase: 2 days per 14-day cycle (Day 1 infusion, Day 2 pegfilgrastim) for 4 cycles. Paclitaxel Phase: 2 days per 14-day cycle (Day 1 infusion, Day 2 pegfilgrastim) for 6 cycles.",,2015.0
PMID 25422488 a_Summary_SoE.pdf,Arm 6 (AC q2w x 4 -> Paclitaxel weekly x 12),intervention,2.0,6.0,13.0,22.0,22.0,23.0,14.0,"AC Phase: 2 days per 14-day cycle (Day 1 infusion, Day 2 pegfilgrastim) for 4 cycles. Paclitaxel Phase: 1 day per week for 12 weeks.",,2015.0
PMID 25470694 a_Summary_SoE.pdf,Arm A (Crizotinib),intervention,2.0,3.0,6.0,10.0,14.0,19.0,21.0,Day 1 of each 21-day cycle; Day 15 of Cycle 1 only.,,2014.0
PMID 25470694 a_Summary_SoE.pdf,Arm B (Chemotherapy - Pemetrexed/Cisplatin or Pemetrexed/Carboplatin),control,2.0,3.0,6.0,8.0,8.0,8.0,21.0,Day 1 of each 21-day cycle for 6 cycles; Day 15 of Cycle 1 only; End of Treatment (EOT) visit.,,2014.0
PMID 25482145 a_Summary_SoE.pdf,"CRd Arm (Carfilzomib, Lenalidomide, and Dexamethasone)",intervention,2.0,9.0,21.0,41.0,61.0,78.0,28.0,"Cycle 1: Days 1, 2, 8, 9, 15, 16, 22 (7 days); Cycles 2-12: Days 1, 2, 8, 9, 15, 16 (6 days); Cycles 13-18: Days 1, 2, 15, 16 (4 days); Cycles 19+: Day 1 (1 day).",,2015.0
PMID 25482145 a_Summary_SoE.pdf,Rd Arm (Lenalidomide and Dexamethasone),control,2.0,3.0,7.0,13.0,20.0,26.0,28.0,Cycles 1-12: Days 1 and 15 (2 days); Cycles 13+: Day 1 (1 day).,,2015.0
PMID 25495490 a_Summary_SoE.pdf,Arm A (Tamoxifen alone),control,1.0,1.0,2.0,3.0,4.0,5.0,90.0,"Visits occur at Month 0 (Day 1), Month 3, Month 6, Month 9, and Month 12 in the first year.",,2015.0
PMID 25495490 a_Summary_SoE.pdf,Arm B (OFS plus Tamoxifen),intervention,1.0,2.0,4.0,7.0,10.0,14.0,28.0,Intramuscular injections of Triptorelin every 28 days; study visits every 3 months.,,2015.0
PMID 25495490 a_Summary_SoE.pdf,Arm C (OFS plus Exemestane),intervention,1.0,2.0,4.0,7.0,10.0,14.0,28.0,Intramuscular injections of Triptorelin every 28 days; study visits every 3 months.,,2015.0
PMID 25547503 a_Summary_SoE.pdf,Arm A (Sorafenib + Erlotinib),intervention,2.0,2.0,5.0,9.0,13.0,18.0,42.0,Day 1 and Day 22 of every 42-day cycle.,,2015.0
PMID 25547503 a_Summary_SoE.pdf,Arm B (Sorafenib + Placebo),control,2.0,2.0,5.0,9.0,13.0,18.0,42.0,Day 1 and Day 22 of every 42-day cycle.,,2015.0
PMID 25605862 a_Summary_SoE.pdf,Arm A (E7389 / Eribulin),intervention,2.0,5.0,12.0,23.0,33.0,45.0,21.0,Days 1 and 8 of every 21-day cycle for IV infusion. Day 15 visit for labs in Cycle 1 and Cycle 2. Tumor assessments (imaging) every 2 cycles starting Cycle 2 between Days 15-21.,,2015.0
PMID 25605862 a_Summary_SoE.pdf,Arm B (Capecitabine),control,2.0,5.0,12.0,23.0,33.0,45.0,21.0,Day 1 of every 21-day cycle for drug dispensing. Day 8 of every cycle for physical exam and vitals. Day 15 visit for labs in Cycle 1 and Cycle 2. Tumor assessments (imaging) every 2 cycles starting Cycle 2 between Days 15-21.,,2015.0
PMID 25629741 a_Summary_SoE.pdf,Arm 1 (INC424/ruxolitinib),intervention,3.0,3.0,7.0,10.0,12.0,14.0,28.0,"Weeks 1, 4, 8, 12, 16, 20, 24, 28, 32, 40, 48, 56, 64, 72, 80. Lab-only visits at Weeks 2, 6, 10.",,2015.0
PMID 25629741 a_Summary_SoE.pdf,Arm 2 (Best Available Therapy),control,3.0,3.0,7.0,10.0,12.0,14.0,28.0,"Weeks 1, 4, 8, 12, 16, 20, 24, 28, 32, 40, 48, 56, 64, 72, 80. Lab-only visits at Weeks 2, 6, 10.",,2015.0
PMID 25671254 a_Summary_SoE.pdf,Arm A (Lenvatinib),intervention,2.0,3.0,6.0,9.0,12.0,16.0,28.0,Cycles 1-2: Day 1 and Day 15; Cycles 3-14: Day 1 only.,,2015.0
PMID 25671254 a_Summary_SoE.pdf,Arm B (Placebo),control,2.0,3.0,6.0,9.0,12.0,16.0,28.0,Cycles 1-2: Day 1 and Day 15; Cycles 3-14: Day 1 only.,,2015.0
PMID 25682602 a_Summary_SoE.pdf,Lower-dose prednisone (0.5 or 1 mg/kg/day),intervention,1.0,4.0,12.0,14.0,14.0,15.0,7.0,"Weekly visits for the first 100 days (Days 7, 14, 21, 28, 35, 42, 49, 56, 63, 70, 77, 84, 91, 98) plus a baseline screening day and a 1-year follow-up visit.",,2015.0
PMID 25682602 a_Summary_SoE.pdf,Higher-dose prednisone (1 or 2 mg/kg/day),control,1.0,4.0,12.0,14.0,14.0,15.0,7.0,"Weekly visits for the first 100 days (Days 7, 14, 21, 28, 35, 42, 49, 56, 63, 70, 77, 84, 91, 98) plus a baseline screening day and a 1-year follow-up visit.",,2015.0
PMID 25713428 a_Summary_SoE.pdf,Regimen II (Gemcitabine + Docetaxel + Bevacizumab + G-CSF),intervention,2.0,7.0,16.0,32.0,46.0,62.0,21.0,"Day 1 (Infusion), Day 8 (Infusion), Day 9 (G-CSF) every cycle. Cycle 1 includes an additional Day 15 visit for blood pressure monitoring. Imaging occurs prior to every other cycle (starting with Cycle 3).",,2015.0
PMID 25713428 a_Summary_SoE.pdf,Regimen I (Gemcitabine + Docetaxel + Placebo + G-CSF),control,2.0,7.0,16.0,32.0,46.0,62.0,21.0,"Day 1 (Infusion), Day 8 (Infusion), Day 9 (G-CSF) every cycle. Cycle 1 includes an additional Day 15 visit for blood pressure monitoring. Imaging occurs prior to every other cycle (starting with Cycle 3).",,2015.0
PMID 25738668 a_Summary_SoE.pdf,Arm 1 (Standard cyclophosphamide-containing adjuvant chemotherapy),control,1.0,2.0,5.0,7.0,7.0,8.0,21.0,"Chemotherapy visits every 3 weeks (Day 1, 22, 43, 64, 85, 106, 127).",,2015.0
PMID 25738668 a_Summary_SoE.pdf,Arm 2 (Goserelin + Standard cyclophosphamide-containing adjuvant chemotherapy),intervention,2.0,3.0,8.0,13.0,13.0,14.0,21.0,Chemotherapy every 3 weeks; Goserelin every 4 weeks starting 1 week prior to chemotherapy.,,2015.0
PMID 25738670 a_Summary_SoE.pdf,Arm A (VcR-CAP),intervention,1.0,7.0,20.0,28.0,30.0,32.0,21.0,"Days 1, 4, 8, 11 of each 21-day cycle.",,2015.0
PMID 25738670 a_Summary_SoE.pdf,Arm B (R-CHOP),control,1.0,3.0,9.0,13.0,15.0,17.0,21.0,Day 1 (Treatment) and Day 11 (Labs) of each 21-day cycle.,,2015.0
PMID 25779558 a_Summary_SoE.pdf,Arm 1 (Lapatinib + Taxane),intervention,2.0,6.0,12.0,21.0,22.0,23.0,28.0,"Combined phase (24 weeks): 3 visits per 28-day cycle (Days 1, 8, 15). Maintenance phase: Clinic visits every 12 weeks.",,2015.0
PMID 25779558 a_Summary_SoE.pdf,Arm 2 (Trastuzumab + Taxane),control,2.0,7.0,15.0,27.0,31.0,36.0,28.0,"Combined phase (24 weeks): 4 visits per 28-day cycle (Days 1, 8, 15, 22). Maintenance phase: Trastuzumab infusions every 3 weeks.",,2015.0
PMID 25891173 a_Summary_SoE.pdf,MK-3475 Q2W (10 mg/kg every 2 weeks),intervention,1.0,3.0,7.0,13.0,20.0,27.0,14.0,Day 1 of each 14-day cycle for infusion.,,2015.0
PMID 25891173 a_Summary_SoE.pdf,MK-3475 Q3W (10 mg/kg every 3 weeks),intervention,1.0,2.0,5.0,9.0,13.0,18.0,21.0,Day 1 of each 21-day cycle for infusion.,,2015.0
PMID 25891173 a_Summary_SoE.pdf,Ipilimumab Q3W (3 mg/kg every 3 weeks for 4 doses),control,1.0,2.0,5.0,9.0,13.0,18.0,21.0,"Infusions at Cycles 1-4 (Weeks 0, 3, 6, 9). Follow-up visits every 3 weeks thereafter.",,2015.0
PMID 25897156 a_Summary_SoE.pdf,Donepezil,intervention,2.0,0.0,1.0,2.0,2.0,2.0,0.0,"Baseline (Day 0), Week 12 (Day 84), Week 24 (Day 168)",,2015.0
PMID 25897156 a_Summary_SoE.pdf,Placebo,control,2.0,0.0,1.0,2.0,2.0,2.0,0.0,"Baseline (Day 0), Week 12 (Day 84), Week 24 (Day 168)",,2015.0
PMID 25940724 a_Summary_SoE.pdf,Arm A (Omega-3-Fatty Acid),intervention,1.0,1.0,3.0,4.0,4.0,4.0,,"Visits occur at Prestudy (Screening), Baseline (Day 1), Week 6, Week 12, and Week 24.",,2015.0
PMID 25940724 a_Summary_SoE.pdf,Arm B (Placebo),control,1.0,1.0,3.0,4.0,4.0,4.0,,"Visits occur at Prestudy (Screening), Baseline (Day 1), Week 6, Week 12, and Week 24.",,2015.0
PMID 25970050 a_Summary_SoE.pdf,Arm A (TAS-102 + Best Supportive Care),intervention,2.0,4.0,8.0,14.0,21.0,28.0,28.0,"Cycle 1: Days 1, 12, 15. Subsequent cycles: Days 1, 15.",,2015.0
PMID 25970050 a_Summary_SoE.pdf,Arm B (Placebo + Best Supportive Care),control,2.0,4.0,8.0,14.0,21.0,28.0,28.0,"Cycle 1: Days 1, 12, 15. Subsequent cycles: Days 1, 15.",,2015.0
PMID 26014293 a_Summary_SoE.pdf,Arm A (OncoVEXGM-CSF),intervention,1.0,2.0,6.0,13.0,19.0,26.0,28.0,Cycle 1 is 35 days with injections on Day 1 and Day 22. Subsequent cycles are 28 days with injections on Day 1 and Day 15.,,2015.0
PMID 26014293 a_Summary_SoE.pdf,Arm B (GM-CSF),control,1.0,3.0,7.0,13.0,20.0,27.0,28.0,28-day cycles with clinic visits on Day 1 and Day 15.,,2015.0
PMID 26027431 a_Summary_SoE.pdf,Arm A (Nivolumab monotherapy),intervention,2.0,4.0,10.0,18.0,27.0,36.0,42.0,"Cycles 1-2: Weeks 1, 3, 4, 5 (Treatment) and Week 6 (Imaging in C2). Cycle 3+: Weeks 1, 3, 5 (Treatment) and Week 6 (Imaging every 6 weeks).",,2015.0
PMID 26027431 a_Summary_SoE.pdf,Arm B (Nivolumab + Ipilimumab),intervention,2.0,4.0,10.0,18.0,27.0,36.0,42.0,"Cycles 1-2: Weeks 1, 3, 4, 5 (Treatment) and Week 6 (Imaging in C2). Cycle 3+: Weeks 1, 3, 5 (Treatment) and Week 6 (Imaging every 6 weeks).",,2015.0
PMID 26027431 a_Summary_SoE.pdf,Arm C (Ipilimumab monotherapy),control,2.0,4.0,10.0,18.0,27.0,36.0,42.0,"Cycles 1-2: Weeks 1, 3, 4, 5 (Treatment) and Week 6 (Imaging in C2). Cycle 3+: Weeks 1, 3, 5 (Treatment) and Week 6 (Imaging every 6 weeks).",,2015.0
PMID 26028407 a_Summary_SoE.pdf,Arm A (Nivolumab),intervention,2.0,4.0,9.0,17.0,26.0,36.0,14.0,"Cycle 1: Day 1 (Treatment), Day 8 (Safety/Labs). Subsequent cycles: Day 1 (Treatment) every 2 weeks.",,2015.0
PMID 26028407 a_Summary_SoE.pdf,Arm B (Docetaxel),control,2.0,3.0,7.0,13.0,19.0,27.0,21.0,"Cycle 1: Day 1 (Treatment), Day 8 (Safety/Labs). Subsequent cycles: Day 1 (Treatment) every 3 weeks.",,2015.0
PMID 26030518 a_Summary_SoE.pdf,Arm A (Palbociclib + Fulvestrant),intervention,1.0,3.0,6.0,9.0,12.0,16.0,28.0,Cycles 1 & 2: Days 1 and 15; Cycles 3+: Day 1.,,2015.0
PMID 26030518 a_Summary_SoE.pdf,Arm B (Placebo + Fulvestrant),control,1.0,3.0,6.0,9.0,12.0,16.0,28.0,Cycles 1 & 2: Days 1 and 15; Cycles 3+: Day 1.,,2015.0
PMID 26035255 a_Summary_SoE.pdf,Arm A (Elotuzumab + Lenalidomide + Dexamethasone),intervention,2.0,5.0,11.0,17.0,24.0,31.0,28.0,"Cycles 1-2: Weekly (Days 1, 8, 15, 22). Cycles 3+: Fortnightly (Days 1, 15).",,2015.0
PMID 26035255 a_Summary_SoE.pdf,Arm B (Lenalidomide + Dexamethasone),control,2.0,5.0,11.0,17.0,24.0,31.0,28.0,"Cycles 1-2: Weekly (Days 1, 8, 15, 22). Cycles 3+: Fortnightly (Days 1, 15).",,2015.0
PMID 26040499 a_Summary_SoE.pdf,Denosumab (60mg Q6M),intervention,1.0,1.0,1.0,2.0,2.0,3.0,180.0,"Screening visit, Study Day 1 (treatment start), then visits every 6 months (Month 6, 12, 18, 24, etc.)",,2015.0
PMID 26040499 a_Summary_SoE.pdf,Placebo (Q6M),control,1.0,1.0,1.0,2.0,2.0,3.0,180.0,"Screening visit, Study Day 1 (treatment start), then visits every 6 months (Month 6, 12, 18, 24, etc.)",,2015.0
PMID 26056177 a_Summary_SoE.pdf,VD (VELCADE and Dexamethasone),intervention,1.0,7.0,18.0,34.0,44.0,53.0,21.0,"Induction (Cycles 1-8): 4 visits per 21-day cycle (Days 1, 4, 8, 11). Maintenance (Cycles 9-13): 4 visits per 35-day cycle (Days 1, 8, 15, 22).",,2015.0
PMID 26056177 a_Summary_SoE.pdf,"VTD (VELCADE, Thalidomide, and Dexamethasone)",intervention,2.0,7.0,18.0,34.0,44.0,53.0,21.0,"Induction (Cycles 1-8): 4 visits per 21-day cycle (Days 1, 4, 8, 11). Maintenance (Cycles 9-13): 4 visits per 35-day cycle (Days 1, 8, 15, 22).",,2015.0
PMID 26056177 a_Summary_SoE.pdf,"VMP (VELCADE, Melphalan, and Prednisone)",intervention,1.0,7.0,18.0,34.0,44.0,53.0,21.0,"Induction (Cycles 1-8): 4 visits per 21-day cycle (Days 1, 4, 8, 11). Maintenance (Cycles 9-13): 4 visits per 35-day cycle (Days 1, 8, 15, 22).",,2015.0
PMID 26122726 a_Summary_SoE.pdf,Arm A (Radiosurgery alone),intervention,1.0,1.0,3.0,4.0,5.0,6.0,0.0,"Pre-registration (1 day), Day 1 (SRS treatment), Follow-up visits at Week 6, Week 12, Month 6, Month 9, and Month 12.",,2015.0
PMID 26122726 a_Summary_SoE.pdf,Arm B (Radiosurgery + WBRT),control,1.0,13.0,15.0,16.0,17.0,18.0,0.0,"Pre-registration (1 day), Day 1 (SRS treatment), WBRT (12 daily fractions), Follow-up visits at Week 6, Week 12, Month 6, Month 9, and Month 12.",,2015.0
PMID 26159065 CT_Summary_SoE.pdf,Arm A (Gefitinib + Cisplatin/Pemetrexed),intervention,1.0,2.0,5.0,9.0,13.0,18.0,21.0,"Every 3 weeks (21 days). Chemotherapy for max 6 cycles (Weeks 0, 3, 6, 9, 12, 15). Maintenance gefitinib/placebo continues every 3 weeks thereafter.",,2015.0
PMID 26159065 CT_Summary_SoE.pdf,Arm B (Placebo + Cisplatin/Pemetrexed),control,1.0,2.0,5.0,9.0,13.0,18.0,21.0,"Every 3 weeks (21 days). Chemotherapy for max 6 cycles (Weeks 0, 3, 6, 9, 12, 15). Maintenance gefitinib/placebo continues every 3 weeks thereafter.",,2015.0
PMID 26169611 a_Summary_SoE.pdf,Arm 1: Tivantinib (ARQ 197) plus Erlotinib,intervention,1.0,5.0,9.0,15.0,16.0,17.0,28.0,"Cycle 1: Days 1, 8, 15, 22; Cycle 2-6: Days 1, 15; Follow-up: Every 12 weeks",,2015.0
PMID 26169611 a_Summary_SoE.pdf,Arm 2: Placebo plus Erlotinib,control,1.0,5.0,9.0,15.0,16.0,17.0,28.0,"Cycle 1: Days 1, 8, 15, 22; Cycle 2-6: Days 1, 15; Follow-up: Every 12 weeks",,2015.0
PMID 26206652 CT_Summary_SoE.pdf,Group 1 (Standard fluid management),control,1.0,9.0,9.0,9.0,9.0,9.0,,"1 screening day, 1 surgery day (Day 0), 7 consecutive inpatient days (POD 1-7), and 1 post-operative clinic visit within 30 days.",,2015.0
PMID 26206652 CT_Summary_SoE.pdf,Group 2 (Goal-directed fluid therapy - GDT),intervention,1.0,9.0,9.0,9.0,9.0,9.0,,"1 screening day, 1 surgery day (Day 0), 7 consecutive inpatient days (POD 1-7), and 1 post-operative clinic visit within 30 days.",,2015.0
PMID 26244877 a_Summary_SoE.pdf,Arm A (Androgen Deprivation Therapy + Docetaxel),intervention,2.0,2.0,5.0,7.0,8.0,9.0,21.0,Docetaxel administered on Day 1 of each 21-day cycle for 6 cycles. Follow-up visits occur every 12 weeks (approx. 3 months).,,2015.0
PMID 26244877 a_Summary_SoE.pdf,Arm B (Androgen Deprivation Therapy alone),control,2.0,1.0,2.0,3.0,4.0,5.0,21.0,"Day 1 of Cycle 1, followed by monitoring and ADT administration every 12 weeks.",,2015.0
PMID 26351350 a_Summary_SoE.pdf,Arm A: GM-CSF + Peptide Vaccination (HLA-A2+),intervention,2.0,3.0,5.0,8.0,11.0,14.0,28.0,Cycle 1: Days 1 and 15; Cycles 2-13: Day 1 only.,,2015.0
PMID 26351350 a_Summary_SoE.pdf,Arm B: GM-CSF Placebo + Peptide Vaccination (HLA-A2+),intervention,2.0,3.0,5.0,8.0,11.0,14.0,28.0,Cycle 1: Days 1 and 15; Cycles 2-13: Day 1 only.,,2015.0
PMID 26351350 a_Summary_SoE.pdf,Arm C: GM-CSF + Peptide Placebo (HLA-A2+),intervention,2.0,3.0,5.0,8.0,11.0,14.0,28.0,Cycle 1: Days 1 and 15; Cycles 2-13: Day 1 only.,,2015.0
PMID 26351350 a_Summary_SoE.pdf,Arm D: GM-CSF Placebo + Peptide Placebo (HLA-A2+),control,2.0,3.0,5.0,8.0,11.0,14.0,28.0,Cycle 1: Days 1 and 15; Cycles 2-13: Day 1 only.,,2015.0
PMID 26351350 a_Summary_SoE.pdf,Arm E: GM-CSF (HLA-A2-),intervention,2.0,2.0,4.0,7.0,10.0,13.0,28.0,Day 1 of each 28-day cycle (13 cycles total).,,2015.0
PMID 26351350 a_Summary_SoE.pdf,Arm F: GM-CSF Placebo (HLA-A2-),control,2.0,2.0,4.0,7.0,10.0,13.0,28.0,Day 1 of each 28-day cycle (13 cycles total).,,2015.0
PMID 26371143 a_Summary_SoE.pdf,Trabectedin (YONDELIS),intervention,1.0,7.0,18.0,35.0,52.0,71.0,21.0,"Day 1 (infusion start), Day 2 (infusion end/disconnect), Day 8 (labs), and Day 15 (labs) of each 21-day cycle.",,2016.0
PMID 26371143 a_Summary_SoE.pdf,Dacarbazine (DTIC),control,1.0,5.0,13.0,26.0,39.0,53.0,21.0,"Day 1 (infusion), Day 8 (labs), and Day 15 (labs) of each 21-day cycle.",,2016.0
PMID 26377300 CT_Summary_SoE.pdf,Arm A (Ofatumumab maintenance),intervention,1.0,2.0,3.0,5.0,6.0,8.0,56.0,"Week 1, Week 2, then every 8 weeks for up to 2 years",,2015.0
